"subject" "activity" "tbodyaccmeanx" "tbodyaccmeany" "tbodyaccmeanz" "tbodyaccstdx" "tbodyaccstdy" "tbodyaccstdz" "tgravityaccmeanx" "tgravityaccmeany" "tgravityaccmeanz" "tgravityaccstdx" "tgravityaccstdy" "tgravityaccstdz" "tbodyaccjerkmeanx" "tbodyaccjerkmeany" "tbodyaccjerkmeanz" "tbodyaccjerkstdx" "tbodyaccjerkstdy" "tbodyaccjerkstdz" "tbodygyromeanx" "tbodygyromeany" "tbodygyromeanz" "tbodygyrostdx" "tbodygyrostdy" "tbodygyrostdz" "tbodygyrojerkmeanx" "tbodygyrojerkmeany" "tbodygyrojerkmeanz" "tbodygyrojerkstdx" "tbodygyrojerkstdy" "tbodygyrojerkstdz" "tbodyaccmagmean" "tbodyaccmagstd" "tgravityaccmagmean" "tgravityaccmagstd" "tbodyaccjerkmagmean" "tbodyaccjerkmagstd" "tbodygyromagmean" "tbodygyromagstd" "tbodygyrojerkmagmean" "tbodygyrojerkmagstd" "fbodyaccmeanx" "fbodyaccmeany" "fbodyaccmeanz" "fbodyaccstdx" "fbodyaccstdy" "fbodyaccstdz" "fbodyaccjerkmeanx" "fbodyaccjerkmeany" "fbodyaccjerkmeanz" "fbodyaccjerkstdx" "fbodyaccjerkstdy" "fbodyaccjerkstdz" "fbodygyromeanx" "fbodygyromeany" "fbodygyromeanz" "fbodygyrostdx" "fbodygyrostdy" "fbodygyrostdz" "fbodyaccmagmean" "fbodyaccmagstd" "fbodybodyaccjerkmagmean" "fbodybodyaccjerkmagstd" "fbodybodygyromagmean" "fbodybodygyromagstd" "fbodybodygyrojerkmagmean" "fbodybodygyrojerkmagstd"
1 "WALKING" 0.276473723198847 -0.0169621665568876 -0.107474726855908 -0.330314249309222 -0.0127085392226225 -0.226107530321527 0.921336197608069 -0.221837330757925 -0.0948604312527349 -0.978000072708934 -0.967653429250721 -0.954189686974063 0.0845588648322767 0.013316412192219 -0.00831316367916426 -0.283685967307781 -0.10512927495 -0.444895790899712 -0.0254832954439481 -0.0734367734370893 0.0831097754492795 -0.481900706694236 -0.322687629962104 -0.329897955815562 -0.0933805784023228 -0.0413622546054467 -0.0493414434152161 -0.331661654888184 -0.489053074255908 -0.438497282164842 -0.168382997284726 -0.319438735230749 -0.168382997284726 -0.319438735230749 -0.245560174132565 -0.202108911456311 -0.27524439232853 -0.359757772086744 -0.441964247823631 -0.470688537677522 -0.305835097421326 -0.0382404745910663 -0.301410265238617 -0.341511995569452 -0.0631123678856196 -0.24909536374147 -0.317936190924784 -0.171323978246023 -0.412237363029395 -0.312329225836023 -0.093388614240951 -0.476244007491902 -0.345671987937752 -0.360290111814121 -0.29937860183804 -0.526953585823631 -0.309717481818703 -0.404708150930836 -0.273713303233285 -0.453577959939481 -0.20818235166196 -0.201460898446571 -0.387410738884928 -0.454106760464265 -0.489440047427003 -0.485657924985014
2 "WALKING" 0.277303443609272 -0.0178069239498642 -0.108014139804636 -0.312276681770861 -0.0461037956059603 -0.32647744430053 0.937554851423841 -0.199036732862252 -0.0341221909409934 -0.977520731456954 -0.968092743245033 -0.957630448178808 0.0689845054903311 0.0067216036194702 0.00374178380662252 -0.221818842048013 -0.107508511668311 -0.513836473642384 -0.0595652961047682 -0.0563144314329139 0.0924071507535099 -0.495988172211921 -0.436354828934437 -0.389345308062914 -0.0830072558221854 -0.041373669642053 -0.0544582967069868 -0.403809138178808 -0.542227712019868 -0.476391851874172 -0.179372746281788 -0.358825887155629 -0.179372746281788 -0.358825887155629 -0.229841795415232 -0.201240726083013 -0.338808931449669 -0.435595622032119 -0.491515781092715 -0.519577148708609 -0.288662793293046 -0.0606738695746358 -0.381128206655629 -0.323418292310265 -0.100827529473874 -0.351501874180397 -0.280999787481788 -0.176390214384768 -0.48512425663245 -0.231064658340728 -0.0926488959858278 -0.541352625860927 -0.362579437623841 -0.442143147526821 -0.351101810340728 -0.539657883397351 -0.439343527822848 -0.460191508135762 -0.284267952753973 -0.506329703741722 -0.205640268972649 -0.201828407669536 -0.451965972150066 -0.525219983576159 -0.530805115852384 -0.540078463165232
3 "WALKING" 0.27829207255132 -0.0185264425127416 -0.109357562835777 -0.308548692002346 -0.0103631298976833 -0.268146641426393 0.931939696744868 -0.200352606812317 -0.044286273767088 -0.976286939032258 -0.964524922991202 -0.95427378568915 0.0730019496785337 0.00184449459061584 -0.00650648801384458 -0.282893303828622 -0.114260237360918 -0.492240719810792 -0.0321018098649267 -0.0706810054397361 0.0813638374803519 -0.459875466256012 -0.355319522073167 -0.340615849540762 -0.107933986549082 -0.0481425333218182 -0.0541201471770968 -0.370250473222287 -0.551939614166862 -0.454982881372434 -0.15917991259478 -0.329517252102053 -0.15917991259478 -0.329517252102053 -0.254757564746334 -0.235186675456305 -0.270514189816745 -0.38394743378915 -0.481143371478006 -0.537450653970674 -0.296516788721261 -0.0342229455741935 -0.344695109194516 -0.315175719933431 -0.0622930603864223 -0.285772599987126 -0.319194458306745 -0.179471267085751 -0.461832281125161 -0.310162083533724 -0.103784436203988 -0.521883726445161 -0.348625041961877 -0.405463558327889 -0.315816102192375 -0.498011900706745 -0.334429771148387 -0.411505862416422 -0.276200361391789 -0.4671094881261 -0.226381145836364 -0.253756092150147 -0.422659333741349 -0.465501751601173 -0.548199627178886 -0.557627798765396
4 "WALKING" 0.275316768402062 -0.0189415573215464 -0.110217021438144 -0.330989623690722 -0.00945049715463918 -0.366789354879897 0.941583529587629 -0.175372483505155 -0.0144772359742268 -0.978404791237113 -0.96677224314433 -0.963481008350515 0.0796951101649485 0.0150584569478866 -0.00267883613195876 -0.244358920858763 -0.0847820956551546 -0.534042039896907 -0.0180185755906186 -0.0778614241003763 0.0906556112523196 -0.483831259381443 -0.351417934180412 -0.370689108809278 -0.095474497672165 -0.0511876416262887 -0.0634281719684536 -0.427998813087629 -0.527745623046392 -0.443807950224742 -0.195327039600113 -0.350520666750515 -0.195327039600113 -0.350520666750515 -0.248586392530459 -0.193126643239691 -0.286942922894845 -0.437062485129897 -0.478613505376289 -0.535777896949485 -0.303691080100515 -0.0282141483015464 -0.417006582458763 -0.34332865378866 -0.0646637502505155 -0.389946215948454 -0.29487093542732 -0.143719947178247 -0.505089306443299 -0.260098305304433 -0.0830001855876289 -0.561706593556701 -0.361376703747423 -0.400747194164794 -0.318152182730412 -0.523715464175258 -0.32908193362268 -0.448005417046392 -0.268155398918557 -0.504082262886598 -0.191901413386598 -0.201423929490103 -0.441879894834536 -0.535220852726804 -0.54484682721134 -0.557315760991237
5 "WALKING" 0.27356561615894 -0.0169823334337815 -0.109509447935099 -0.318036198015265 -0.019335639332947 -0.283946324704967 0.94095124281457 -0.195351084370861 -0.0449154190831126 -0.977876958642384 -0.966729359072848 -0.951621534735099 0.0906211985344371 0.0217355635541391 0.0043364981386755 -0.304548339913874 -0.10200806415957 -0.487897629475828 -0.0330934738317881 -0.0732464007315232 0.0820023814624652 -0.444251234483444 -0.339657434821887 -0.314135001075497 -0.100331659249328 -0.0401175889277483 -0.0513579777295033 -0.368139704443377 -0.528683338993377 -0.44176850405 -0.172580392312583 -0.344786821534702 -0.172580392312583 -0.344786821534702 -0.25705325098404 -0.249124280818212 -0.251158769575695 -0.366505942522185 -0.462566577041722 -0.506962964084106 -0.308955822749669 -0.0352992716730464 -0.350141733971192 -0.322808910379139 -0.0745430565786424 -0.306321325864901 -0.343577645806291 -0.16902051489702 -0.46020756721457 -0.32675183397351 -0.0904924536992715 -0.514703828078477 -0.331774379711258 -0.397125183821854 -0.298218115834106 -0.482177042241589 -0.314064151337417 -0.383792602602649 -0.288713709199007 -0.48173732339404 -0.248004570539404 -0.258583436593709 -0.407032604894702 -0.449608360853973 -0.528981437357616 -0.516059925621192
6 "WALKING" 0.276458523305085 -0.0188608479423051 -0.109471954708898 -0.285665784524576 -0.0469069387322458 -0.196140615079237 0.943154048305085 -0.170828250644068 -0.0762319240462288 -0.978082580211864 -0.968049345635593 -0.948289874745763 0.0602216163775424 0.0129173330762776 -0.00343453253220339 -0.249983264387712 -0.0951047030826271 -0.409875265049153 -0.0361564157916102 -0.0666273062309322 0.0926841234605932 -0.454833512652542 -0.268872893914407 -0.287369385382203 -0.0817240298466102 -0.0484731446 -0.0557673967894068 -0.382842922427966 -0.41957381940678 -0.422791641131356 -0.136849325265254 -0.330125812204237 -0.136849325265254 -0.330125812204237 -0.205214204812288 -0.193466104294915 -0.219182074434703 -0.322459106225424 -0.400785830370339 -0.417155181635763 -0.28107749684322 -0.0572510257830509 -0.274476478522458 -0.288886812597458 -0.102969112310678 -0.218856476379661 -0.299851415751568 -0.171929960744661 -0.392505918187288 -0.265663795931356 -0.0731818468494576 -0.427031893700847 -0.343362288927966 -0.314877288166525 -0.275956537861102 -0.491923648728814 -0.24895853020339 -0.357824288055085 -0.255447436331653 -0.481778958559322 -0.19478507275 -0.1994382286 -0.342776877932203 -0.429654400622458 -0.445730562941525 -0.42397320339661
10 "WALKING_DOWNSTAIRS" 0.290466419871795 -0.0154494404675918 -0.10234235207265 -0.0167393386807692 -0.0645660070786325 -0.249323395508547 0.934571595940171 -0.165126078465983 -0.0514501265710256 -0.954941690811966 -0.934657364017094 -0.915128734871795 0.0978545196759188 -0.000927314074358974 -0.0090327811457265 -0.113801910794487 -0.171972468276239 -0.447664529974359 -0.103101450894872 -0.051721685293547 0.106217353968504 -0.402103095679487 -0.433812377059829 -0.348477532106838 -0.0710551665876068 -0.047692803582906 -0.0553924793393162 -0.45683187232906 -0.525134962551282 -0.395250200760684 -0.0207085262653846 0.0245826597347863 -0.0207085262653846 0.0245826597347863 -0.198373905466795 -0.0887159533863248 -0.221648604672778 -0.334835189999915 -0.485440552166667 -0.486269326729487 -0.0761064721628205 -0.0615354532790598 -0.282000487573632 0.00304145898871795 -0.128058152533761 -0.293374178495641 -0.151016788614611 -0.209956903666667 -0.402718190535043 -0.155822687497064 -0.187986049616667 -0.491574675217949 -0.299623738968803 -0.407627805611538 -0.255944363308547 -0.438854444880342 -0.457120697363675 -0.444505823564103 0.0449715293764957 -0.14882539522094 -0.0909262216641026 -0.0952464141863675 -0.367610118965812 -0.43301070748718 -0.487269292461111 -0.522861133453419
12 "WALKING_DOWNSTAIRS" 0.285039117978495 -0.0170881417257366 -0.109540072947312 0.0414274074096774 0.111604584600538 -0.236122080947581 0.927493735107527 -0.180246446127419 -0.0211768531602151 -0.948199900645161 -0.932048070268817 -0.92407650827957 0.0837779773493011 -0.00610709237005376 -0.00756825426962366 -0.0694978221263441 -0.0125721416416667 -0.394681791774194 -0.0991276213478495 -0.0391285450032258 0.0841523955911828 -0.337357117774194 -0.398463727387097 -0.23785591531 -0.0677063012698925 -0.0522035057924731 -0.0632493542763441 -0.335478227908065 -0.503760625924731 -0.280321274176882 0.0632252176774194 0.0828986614591398 0.0632252176774194 0.0828986614591398 -0.120060800662151 0.00984198747456989 -0.14771659896828 -0.274582353476022 -0.435192530053763 -0.437232966580645 -0.0159835957596774 0.114853354644086 -0.237853611503226 0.0599837890612903 0.0371397966693548 -0.299821958206989 -0.10398970868871 -0.0543275913822581 -0.344253105851075 -0.118332090475806 -0.0355803282150538 -0.444204873064516 -0.200693252510806 -0.367599649209677 -0.119335251117742 -0.384534197693548 -0.425121223747312 -0.354079034377419 0.116410793755269 -0.107391437761828 0.00432306107903226 0.00597179800591398 -0.315948268958064 -0.374665682672043 -0.453391655123656 -0.458113352322581
14 "WALKING_DOWNSTAIRS" 0.288270435065574 -0.0170248294492623 -0.105868312265074 0.156039414882258 0.145461125012705 -0.145763998895082 0.912211481885246 -0.207205886094262 -0.0753536640151229 -0.943399868811475 -0.935013646065574 -0.905770678893443 0.0612766964422131 0.0137922489938525 -0.00943875541991803 0.030713608925123 -0.0146355787709057 -0.356548909442623 -0.0904630710227459 -0.0428078794336066 0.0959770610347131 -0.283961085356967 -0.260054033967623 -0.186785173106557 -0.0812430201118033 -0.050970034952459 -0.0498389445631148 -0.347354126704918 -0.411000242644672 -0.234088731035656 0.160818762941393 0.190905359143852 0.160818762941393 0.190905359143852 -0.0576465203856557 0.0540709302803688 -0.0475136356284016 -0.172872959863525 -0.358556101335656 -0.38747779322418 0.105868588066393 0.131046969608033 -0.170819396738525 0.171924525992418 0.0786972783135246 -0.203398378912705 -0.00468763862663934 -0.0569567348553279 -0.294030776505738 -0.0269262532655738 -0.0373268138789754 -0.418730057248934 -0.161661561326639 -0.242260830946721 -0.0578803067922131 -0.327112014365164 -0.280368012847869 -0.310435765365574 0.23114459654877 -0.0210145713372951 0.0792688342837295 0.0104824191008197 -0.213618388308607 -0.295104893555123 -0.37904297887418 -0.443926740312008
15 "WALKING_DOWNSTAIRS" 0.288757660929878 -0.016368969678936 -0.104306622335366 0.170760827780183 0.0822245891896951 -0.199050103768902 0.925147988780488 -0.162421235817073 -0.018678048856311 -0.950016573048781 -0.931519218140244 -0.912960116280488 0.0932998284704268 -0.00267390094283537 -0.0112764298943598 0.00795306228301829 -0.0388704617429878 -0.395392281752774 -0.083890806046753 -0.0593631472685366 0.0946310031147866 -0.303747451037195 -0.333174024583841 -0.250216019072256 -0.052406249118628 -0.0546172878346646 -0.0528750808120732 -0.363684948845122 -0.467262257547866 -0.300205950236189 0.158146685269177 0.14722019952439 0.158146685269177 0.14722019952439 -0.0757677150073171 -0.0027270714422561 -0.0975685256748476 -0.237538752958232 -0.402264008783537 -0.447234069573049 0.0870347751761281 0.0861392575167683 -0.223475482096037 0.198792775695976 0.00926891052246951 -0.252774803303659 -0.0383593757256098 -0.0871135271689024 -0.340097782685671 -0.0355608664603902 -0.0526708886156006 -0.450175554106707 -0.189697425579878 -0.318424308070122 -0.139699147515244 -0.344945267333232 -0.351893688783537 -0.360971550594512 0.164241925041159 -0.0440083556882927 0.0254290022976524 -0.0496469342344512 -0.281776057594207 -0.346993523090244 -0.440175402439512 -0.497585484555183
16 "WALKING_DOWNSTAIRS" 0.290235705721311 -0.0154078046354344 -0.108007456187158 0.110945091165301 0.0384582118567213 -0.152413749423033 0.929264461202186 -0.151163505527322 -0.068591093523388 -0.951259626939891 -0.937077515163934 -0.911117793087432 0.0965816151677596 -0.00248692428797814 0.00498114327240437 -0.0363994445942623 -0.108157277994809 -0.361870471104754 -0.0654372689084699 -0.0542207384954344 0.0916211411013934 -0.343300433313661 -0.308010358937158 -0.314686614690984 -0.0850637164550273 -0.052310427305929 -0.0546161695550546 -0.397561853790437 -0.441796124653825 -0.386800579781148 0.110936872025683 0.122108066499645 0.110936872025683 0.122108066499645 -0.115234830875683 -0.0152242675512295 -0.140981159986885 -0.246381947779508 -0.41337833373388 -0.44028869797541 0.0420883396033333 0.0297845348662295 -0.175812609151011 0.13225660305388 -0.0246667020160656 -0.210481181322404 -0.0742625740106557 -0.148973960628689 -0.300835041388251 -0.0855021775819672 -0.125548761864481 -0.422612032525137 -0.231250358580328 -0.283662201300546 -0.220909943035437 -0.383738919342814 -0.331880035259563 -0.412507414295082 0.148215304663934 -0.0710420196521585 0.00466500553076503 -0.0510315959436607 -0.279530434899262 -0.361344177144262 -0.432848843262842 -0.492160584372951
17 "WALKING_DOWNSTAIRS" 0.267869933375 -0.0203888932285625 -0.1000648191 0.066664513625 0.032030653975 -0.195259870895833 0.942845592708333 -0.116616005127083 -0.0385797393219354 -0.9493604725 -0.934486217291667 -0.895273106041667 0.126444550270833 0.0171830197777083 -0.0952588384020833 -0.10131849531875 -0.10625172906875 -0.39935386691875 -0.0427057686645833 -0.111794952827083 0.09624224498125 -0.373816547404167 -0.342277307275 -0.311751128625 -0.105531038693958 -0.0356335716208333 -0.0559025701979167 -0.400281297333333 -0.485259972441667 -0.358637650041667 0.0776707617083333 0.0635673907475 0.0776707617083333 0.0635673907475 -0.153105172464583 -0.074459967475 -0.1654716784 -0.287796456658333 -0.435080572708333 -0.4677347126875 0.0119434036875 0.0333772311041667 -0.228064782916667 0.0836789381895833 -0.036109627725 -0.243862470416667 -0.126322744145833 -0.154189932420833 -0.349941514970833 -0.157496261282292 -0.11646303919125 -0.447574134845833 -0.263642821145833 -0.320868857979167 -0.208009606373542 -0.412668653 -0.363093110820833 -0.413764310625 0.0865231951041667 -0.118419991014583 -0.0462715885739583 -0.12193052711875 -0.3215125380625 -0.391812793497917 -0.462493591008333 -0.515068711666667
4 "WALKING_UPSTAIRS" 0.267851208512195 -0.0284341315182252 -0.117102670065041 -0.293443833017886 -0.0670611005634146 -0.326110450482114 0.88536611495935 -0.289901297065041 -0.108308993678862 -0.953631940731707 -0.928181058780488 -0.915767673902439 0.0732577316333333 0.00752139911869919 0.00385663557357724 -0.409134709544715 -0.383970313455285 -0.686798008130081 -0.0716004277203252 -0.0517997694946341 0.0982776640853659 -0.490101761382114 -0.464924899442195 -0.25800775441935 -0.112110174469593 -0.0327919225560976 -0.0668527587634146 -0.613803629512195 -0.746029189593496 -0.574533158788618 -0.185422574512195 -0.30305352104878 -0.185422574512195 -0.30305352104878 -0.44476804598374 -0.430487524495935 -0.238668932103252 -0.46401334304065 -0.667475042601626 -0.728971415691057 -0.346719235471545 -0.189033651037398 -0.470077001070732 -0.275659569476016 -0.0693160458699187 -0.306899784104065 -0.443960775721951 -0.408258836888618 -0.65389702601626 -0.426180525811382 -0.400328907886179 -0.718729179349593 -0.433413738357724 -0.573021188192683 -0.322258745652846 -0.512601813560976 -0.415227013715447 -0.31021372427561 -0.336057560219512 -0.394850720869919 -0.404838710705691 -0.470295907780488 -0.548440396252033 -0.502777065569106 -0.717784986504065 -0.764800020243902
6 "WALKING_UPSTAIRS" 0.261321810808989 -0.0276401660825843 -0.114819576179775 -0.248577366391011 -0.00650577677370787 -0.268020077320225 0.878206076516854 -0.362880472359551 -0.132752316831461 -0.946800312808989 -0.925176844719101 -0.915643915505618 0.0768712178539326 0.0255962159033708 0.00682583519550562 -0.380878944741573 -0.303189532797753 -0.686623938764045 0.0344108518539326 -0.120796737485393 0.0596098571460674 -0.459695605820225 -0.393716411677528 -0.417403407797753 -0.105578320737079 -0.0472945392898876 -0.0524667438019101 -0.533462458091011 -0.700656645168539 -0.58327738994382 -0.126376623588764 -0.274859653051011 -0.126376623588764 -0.274859653051011 -0.405688976067416 -0.410369701707865 -0.235850745151685 -0.332023125831461 -0.625986469325843 -0.684714676179775 -0.313018470414607 -0.123254563130337 -0.464906397752809 -0.225619677953933 -0.0132804630516854 -0.231051333914607 -0.412400215741573 -0.338887285391011 -0.658192346516854 -0.403911637926404 -0.311616497786517 -0.713978984494382 -0.387952618370787 -0.517357519662921 -0.409786488876405 -0.486723791123595 -0.337512670353933 -0.476778923483146 -0.280374829617978 -0.385538074157303 -0.379357267449438 -0.45915172291573 -0.45110536541573 -0.372171677262921 -0.676056779662921 -0.720262229213483
7 "WALKING_UPSTAIRS" 0.25849607212013 -0.0257898932614286 -0.120639883031818 -0.21159398005237 0.00114887634012987 -0.227560824106169 0.865771468961039 -0.282581821201299 -0.165788428432045 -0.944657526493507 -0.925510628831169 -0.902881918668831 0.0751324577301948 0.0107615330151299 0.00536080558237013 -0.357002492077922 -0.283886432290909 -0.626298284772727 0.0166849239219805 -0.0896323984152597 0.048189342437013 -0.46798724874026 -0.419720296379221 -0.280601106212727 -0.123168383642013 -0.0445467164057468 -0.0499698019819481 -0.522176358107143 -0.668363696071429 -0.554502245469156 -0.0918616487503571 -0.240184425613312 -0.0918616487503571 -0.240184425613312 -0.367983489970779 -0.383593380957792 -0.217675819437013 -0.369908391660065 -0.600607110532468 -0.663227321353896 -0.284075844438312 -0.10126464519513 -0.392007493052922 -0.186151956573409 -0.0131163394516234 -0.207416645795455 -0.393343125866883 -0.318145222734383 -0.59262178901948 -0.37740240125 -0.296153643842857 -0.65895915788961 -0.391026868388961 -0.496168273993831 -0.319036904055195 -0.497592830688312 -0.386665459850325 -0.338841711219805 -0.248162359333896 -0.355848304405844 -0.350619337116883 -0.434744654633117 -0.467052057542208 -0.418357302457792 -0.65818321036526 -0.695538887142857
8 "WALKING_UPSTAIRS" 0.26459223513452 -0.0276604918484342 -0.120992014541281 -0.22053941087911 -0.0191883296099644 -0.172297512451601 0.883590771032028 -0.291315033131673 -0.0827289873563345 -0.949317396476868 -0.928286381637011 -0.90546319455516 0.0802273552339502 0.000281305330355872 -0.0152569574680071 -0.373107710483986 -0.362890425619217 -0.656593912953737 0.00419784832619217 -0.0937254535092527 0.0533436576543416 -0.460191116485409 -0.352007573530249 -0.314388233654804 -0.105376123004306 -0.040529161332242 -0.0477599949770463 -0.569747448291815 -0.709511288291815 -0.600199667299431 -0.0846531594188256 -0.254395459509253 -0.0846531594188256 -0.254395459509253 -0.412853722136299 -0.407703248003559 -0.192025497848399 -0.31175380366121 -0.641714310455516 -0.705547718398577 -0.300120971266548 -0.155097860205338 -0.397783822274021 -0.192840506382918 -0.0166361295822064 -0.130628613370107 -0.402641264692883 -0.386149265934875 -0.624429686227758 -0.399478134321886 -0.382060539398292 -0.687681302170818 -0.397910171561566 -0.498818782512456 -0.366303914780071 -0.48467466752669 -0.287039474776157 -0.364053134069039 -0.275861611605694 -0.360436923330961 -0.381457872278292 -0.448280116035587 -0.456104332360498 -0.341145707434875 -0.69820775202847 -0.737333233736655
9 "WALKING_UPSTAIRS" 0.262834556711806 -0.0219513873518785 -0.122530420924306 -0.266785076415278 -0.0532961324320833 -0.236089797638542 0.882015685277778 -0.250109643819444 -0.110261846413969 -0.951196440902778 -0.926710142013889 -0.900976664791667 0.0693130926151042 0.00359938310423611 -0.0114781259251736 -0.343353700635417 -0.34483845216875 -0.633865636944444 -0.0154093658600694 -0.0734951621708333 0.0849352008447917 -0.462745700301042 -0.356736367847917 -0.233063095990625 -0.102361443405278 -0.0369996124029514 -0.0500610690121528 -0.550687375243056 -0.667955733715278 -0.542278017923611 -0.146638676433194 -0.275065398469708 -0.146638676433194 -0.275065398469708 -0.394786347309028 -0.354119775130903 -0.187762082706597 -0.389215151572292 -0.608139197083333 -0.658494245763889 -0.288287208532639 -0.153991290656076 -0.393042492822917 -0.260161008844444 -0.0652411673136111 -0.217412975424896 -0.370011117384375 -0.366663078437014 -0.597947200625 -0.376554961261597 -0.367128879609722 -0.669290629270833 -0.382923725034375 -0.461824997109028 -0.289280610263889 -0.491526567690972 -0.309102161180556 -0.288556635473611 -0.271690536907986 -0.391446666458333 -0.327196762701042 -0.395960032997222 -0.475690103215278 -0.439091815951389 -0.653582032430556 -0.690597872534722
10 "WALKING_UPSTAIRS" 0.25484175135 -0.026897885388 -0.1200616144 -0.288629048463333 -0.013049327215 -0.202976394083333 0.867048021333333 -0.314938706833333 -0.219516792019 -0.955646824833333 -0.917434429666667 -0.917750803166667 0.09370587663 0.00580365613833333 -0.00850096539333333 -0.43562005425 -0.41164751965 -0.5590619035 0.0221713443783333 -0.0852897998383333 0.0536760528166667 -0.555015772833333 -0.442042502768333 -0.19032094965 -0.0960671503881667 -0.0457704466166667 -0.0461115188833333 -0.627558099666667 -0.615734106833333 -0.56928630717 -0.145304032395 -0.276096848183333 -0.145304032395 -0.276096848183333 -0.43488592235 -0.408190759183333 -0.237200082238333 -0.4201874742 -0.609561073333333 -0.626988324666667 -0.350491516136667 -0.157015284633333 -0.32003201645 -0.26693502198 -0.00630823314 -0.20546354647 -0.4622014714 -0.441839176183333 -0.522221911833333 -0.459903694766667 -0.418924573233333 -0.595020904333333 -0.4835520105 -0.463389277066667 -0.26886658875 -0.580221282166667 -0.435951749383333 -0.242134282 -0.2998072375 -0.376387180166667 -0.38697212555 -0.441809755666667 -0.484779295883333 -0.477986081383333 -0.621325370166667 -0.663138100833333
11 "WALKING_UPSTAIRS" 0.261688115337342 -0.0269120810198734 -0.119663328613291 -0.211602617086139 0.0383177432443987 -0.0101308143168354 0.866062450949367 -0.277710582246835 -0.19049669691788 -0.94266121471519 -0.919285019272152 -0.88793608 0.0873509986702848 0.013640964775443 -0.017176426378481 -0.320080614690506 -0.316388685574335 -0.559814792613924 0.0568635505174051 -0.114086542061006 0.0300585890524367 -0.450772074128165 -0.1970596767 -0.087501712531962 -0.125935747340823 -0.0337771986599684 -0.0580878017303797 -0.516503934517089 -0.596098099746835 -0.52437610339557 -0.0278717110911076 -0.202418437921835 -0.0278717110911076 -0.202418437921835 -0.337528171293671 -0.358076482893987 -0.0785972130359177 -0.235105720528797 -0.546392221016139 -0.617313195727848 -0.25510483841269 -0.0846355006193038 -0.23990173710538 -0.196706926526582 0.0306787434552532 0.0236418666176899 -0.343533664733544 -0.33834448482057 -0.516457984335443 -0.357730981807911 -0.340671171038608 -0.60250106664557 -0.362557366813924 -0.332624473025633 -0.180942958196835 -0.482986285547468 -0.137382199551582 -0.146272815937658 -0.208104358868038 -0.326099876072785 -0.311224400969937 -0.430232858521329 -0.362104362849684 -0.289554261326582 -0.601871923987342 -0.668052384825949
14 "WALKING_UPSTAIRS" 0.267494795531646 -0.0242051859988608 -0.126912537227848 -0.266815209341772 -0.0868957457265823 -0.0639347815822785 0.876950472025317 -0.239405015189873 -0.162259351552051 -0.95656234886076 -0.939274263417721 -0.895615500632911 0.0474140557974684 0.0155891743012658 0.0192278464974684 -0.404845149506329 -0.457634343291139 -0.660751092658228 -0.0620064377746835 -0.0414877255574684 0.102155812859494 -0.485070077335443 -0.247416770135443 -0.206267053683544 -0.0928730342025316 -0.0278574072721519 -0.0498910817848101 -0.641328216202532 -0.675197964810127 -0.60897697556962 -0.11167220425038 -0.238713303658228 -0.11167220425038 -0.238713303658228 -0.468292549873418 -0.420807474177215 -0.136349056278481 -0.263171102316456 -0.649698281518987 -0.685104951139241 -0.329319325468354 -0.238678007873418 -0.36027407535443 -0.244961173696203 -0.0731690320594937 0.000278034898734178 -0.424633123924051 -0.470201881012658 -0.630316933417722 -0.438710719620253 -0.482479716455696 -0.689914987721519 -0.440116364721519 -0.426009306060127 -0.309138564848101 -0.504492803072152 -0.167327026455696 -0.25070207821519 -0.282728623556962 -0.334383865658228 -0.404823364898734 -0.447311010126582 -0.434532548012658 -0.285744556556962 -0.682887992025316 -0.711209997974684
